run,g,MAE_J2,MAE_JZ,MAE_JDM,MAE_J3,MSE_J2,MSE_JZ,MSE_JDM,MSE_J3,FID_J2,FID_JZ,FID_JDM,FID_J3
4,3.0,0.1307,0.105,0.2163,0.1426,0.0266,0.0168,0.0776,0.0304,0.8611,0.9237,0.5016,0.8813
5,0.0,0.0247,0.0199,0.0534,0.0301,0.0011,0.0007,0.0076,0.0017,0.9942,0.9956,0.9584,0.9922
5,0.1,0.0255,0.0203,0.0542,0.03,0.0012,0.0008,0.0076,0.0017,0.994,0.9954,0.9586,0.9923
5,0.2,0.0253,0.0216,0.0544,0.0312,0.0012,0.0008,0.0079,0.0018,0.9939,0.9951,0.9566,0.9919
5,0.30000000000000004,0.0274,0.0218,0.0621,0.0319,0.0013,0.0009,0.009,0.0019,0.9932,0.9948,0.9493,0.991
5,0.4,0.0287,0.0243,0.0678,0.033,0.0014,0.001,0.0102,0.0019,0.9932,0.994,0.9419,0.9912
5,0.5,0.0297,0.0268,0.0673,0.038,0.0015,0.0011,0.0098,0.0024,0.9924,0.9932,0.9454,0.9883
5,0.6000000000000001,0.0338,0.0271,0.0807,0.0363,0.0021,0.0012,0.0136,0.0024,0.9896,0.9929,0.9206,0.9888
5,0.7000000000000001,0.0349,0.0331,0.0857,0.039,0.0021,0.0018,0.0158,0.0027,0.9901,0.9894,0.9068,0.9864
5,0.8,0.038,0.0318,0.083,0.0423,0.0024,0.0015,0.0135,0.0031,0.9884,0.9912,0.9207,0.9855
5,0.9,0.041,0.0366,0.1011,0.051,0.0027,0.0021,0.0215,0.004,0.9874,0.9871,0.8675,0.9832
5,1.0,0.0477,0.0384,0.0925,0.0507,0.0038,0.0023,0.0164,0.0044,0.9817,0.9868,0.9022,0.9824
5,1.1,0.0513,0.0462,0.098,0.0555,0.0043,0.0032,0.0185,0.0052,0.9807,0.9823,0.8881,0.9778
5,1.2000000000000002,0.0616,0.047,0.1089,0.0591,0.006,0.0035,0.0233,0.0057,0.9738,0.9792,0.8703,0.9744
5,1.3,0.0552,0.0434,0.1132,0.0667,0.005,0.003,0.0251,0.0071,0.9761,0.9822,0.8511,0.9693
5,1.4000000000000001,0.0644,0.0542,0.1179,0.0757,0.007,0.0045,0.0253,0.0083,0.9693,0.9749,0.8626,0.9662
5,1.5,0.0731,0.0512,0.143,0.0778,0.0082,0.0046,0.041,0.0092,0.9632,0.9742,0.7592,0.9593
5,1.6,0.0776,0.057,0.1355,0.0765,0.0088,0.005,0.0319,0.0085,0.9591,0.971,0.8038,0.9649
5,1.7000000000000002,0.0825,0.0641,0.1486,0.0824,0.0104,0.0065,0.0376,0.0108,0.9464,0.9631,0.774,0.9566
5,1.8,0.0828,0.0687,0.1535,0.0915,0.0119,0.0074,0.0432,0.0134,0.9518,0.9574,0.7464,0.9449
5,1.9000000000000001,0.0958,0.0676,0.1555,0.0926,0.0155,0.007,0.0434,0.0128,0.9242,0.9593,0.7329,0.9543
5,2.0,0.0959,0.0776,0.1656,0.1022,0.0154,0.0093,0.0488,0.0148,0.9229,0.948,0.6913,0.9534
5,2.1,0.1045,0.0754,0.1728,0.0992,0.0167,0.0084,0.0475,0.015,0.9168,0.954,0.7132,0.9506
5,2.2,0.101,0.0755,0.1836,0.1185,0.0179,0.0092,0.0535,0.0213,0.9101,0.948,0.6999,0.9163
5,2.3000000000000003,0.1062,0.0849,0.1891,0.1174,0.0187,0.0114,0.0646,0.0215,0.9067,0.9327,0.5896,0.916
5,2.4000000000000004,0.1051,0.0765,0.194,0.1252,0.0182,0.0097,0.068,0.0234,0.913,0.9465,0.606,0.9152
5,2.5,0.1111,0.0838,0.2101,0.1359,0.0199,0.0108,0.0698,0.0281,0.9016,0.9428,0.5786,0.882
5,2.6,0.1207,0.0906,0.1966,0.134,0.0242,0.0125,0.0636,0.0273,0.8725,0.9299,0.6298,0.8983
5,2.7,0.1357,0.0967,0.2026,0.1378,0.0272,0.0146,0.065,0.0296,0.8609,0.9222,0.6256,0.8865
5,2.8000000000000003,0.1242,0.0907,0.1996,0.1482,0.0252,0.0132,0.062,0.0327,0.866,0.9283,0.6337,0.8675
5,2.9000000000000004,0.1323,0.0995,0.227,0.1444,0.0276,0.0158,0.0838,0.031,0.8536,0.9198,0.5151,0.8652
5,3.0,0.1457,0.1092,0.2027,0.1465,0.0326,0.0201,0.0717,0.0336,0.8257,0.8911,0.5779,0.8633
6,0.0,0.0247,0.0199,0.0534,0.0301,0.0011,0.0007,0.0076,0.0017,0.9942,0.9956,0.9584,0.9922
6,0.1,0.0251,0.0197,0.0539,0.0303,0.0012,0.0007,0.0079,0.0018,0.994,0.9957,0.9565,0.9922
6,0.2,0.026,0.0197,0.0543,0.0306,0.0013,0.0007,0.0078,0.0018,0.9934,0.9959,0.957,0.9918
6,0.30000000000000004,0.0266,0.023,0.0617,0.0311,0.0013,0.0009,0.0092,0.0018,0.9936,0.9945,0.9482,0.9919
6,0.4,0.0267,0.0224,0.0604,0.0342,0.0013,0.0009,0.0092,0.0023,0.9935,0.9948,0.9495,0.9893
6,0.5,0.0325,0.0253,0.0731,0.0369,0.0017,0.001,0.0115,0.0025,0.9916,0.9941,0.9324,0.9884
6,0.6000000000000001,0.0319,0.0272,0.0766,0.0382,0.0017,0.0012,0.0115,0.0026,0.9915,0.9924,0.9346,0.9871
6,0.7000000000000001,0.0395,0.03,0.0856,0.0393,0.0025,0.0014,0.0137,0.0027,0.988,0.9916,0.92,0.9873
6,0.8,0.0397,0.0352,0.0812,0.044,0.0025,0.0022,0.0139,0.0033,0.9884,0.9864,0.9178,0.9858
6,0.9,0.0484,0.0342,0.0985,0.0497,0.0038,0.0018,0.0192,0.0042,0.9828,0.9894,0.8827,0.9806
6,1.0,0.0537,0.0377,0.098,0.0566,0.0044,0.0024,0.0186,0.005,0.9792,0.9858,0.8867,0.9774
6,1.1,0.0533,0.0418,0.1099,0.0604,0.0045,0.0028,0.0224,0.0058,0.9783,0.9832,0.8662,0.974
6,1.2000000000000002,0.0584,0.0429,0.1277,0.0657,0.0056,0.0027,0.028,0.0071,0.9728,0.9833,0.8284,0.9708
6,1.3,0.0533,0.0502,0.1197,0.0637,0.0047,0.004,0.0272,0.0061,0.9791,0.976,0.8375,0.9746
6,1.4000000000000001,0.0656,0.0473,0.136,0.0644,0.0068,0.0036,0.0362,0.007,0.9685,0.9792,0.7774,0.971
6,1.5,0.0738,0.0562,0.1313,0.0758,0.0084,0.0049,0.0314,0.009,0.9622,0.9709,0.8034,0.9635
6,1.6,0.071,0.0519,0.1464,0.0824,0.0084,0.0047,0.0385,0.0105,0.9609,0.9712,0.7523,0.9588
6,1.7000000000000002,0.0774,0.0647,0.1321,0.086,0.0087,0.0061,0.0331,0.0117,0.9573,0.9655,0.7905,0.952
6,1.8,0.0804,0.0643,0.1546,0.1079,0.0108,0.0067,0.0422,0.017,0.9469,0.9606,0.7577,0.9411
6,1.9000000000000001,0.0825,0.0614,0.1671,0.1016,0.0109,0.0062,0.0487,0.0173,0.9445,0.9665,0.6982,0.9261
6,2.0,0.0887,0.0751,0.1754,0.1109,0.0125,0.0089,0.0539,0.0193,0.94,0.9487,0.677,0.9176
6,2.1,0.0912,0.0746,0.1563,0.1052,0.014,0.0094,0.0408,0.0163,0.9379,0.9484,0.7552,0.9333
6,2.2,0.1011,0.0837,0.1654,0.1127,0.0161,0.0105,0.0473,0.0191,0.9192,0.9387,0.71,0.9261
6,2.3000000000000003,0.1055,0.0764,0.1841,0.1213,0.0184,0.0094,0.0584,0.0214,0.9111,0.9505,0.6388,0.928
6,2.4000000000000004,0.1066,0.0872,0.1988,0.1217,0.0184,0.0112,0.0675,0.0239,0.9044,0.9345,0.5713,0.9065
6,2.5,0.1185,0.0938,0.1967,0.1438,0.0223,0.0145,0.0658,0.031,0.8889,0.9162,0.5658,0.884
6,2.6,0.1195,0.0886,0.1758,0.1301,0.022,0.0126,0.0532,0.0249,0.8942,0.9322,0.7014,0.9092
6,2.7,0.1261,0.0993,0.2258,0.1439,0.0266,0.0161,0.0774,0.0313,0.8619,0.9143,0.533,0.8674
6,2.8000000000000003,0.129,0.0989,0.1995,0.1455,0.0274,0.016,0.0644,0.0335,0.8532,0.9197,0.5914,0.85
6,2.9000000000000004,0.1358,0.0938,0.2026,0.1503,0.0292,0.0151,0.0669,0.0315,0.8488,0.9137,0.5768,0.8872
6,3.0,0.1311,0.1118,0.2104,0.1319,0.0263,0.019,0.0727,0.0278,0.8625,0.9035,0.5709,0.8853
7,0.0,0.0247,0.0199,0.0534,0.0301,0.0011,0.0007,0.0076,0.0017,0.9942,0.9956,0.9584,0.9922
7,0.1,0.0244,0.02,0.054,0.0302,0.0011,0.0007,0.0076,0.0018,0.9944,0.9956,0.9576,0.9921
7,0.2,0.0264,0.0208,0.0564,0.0307,0.0013,0.0007,0.008,0.0017,0.9936,0.9956,0.9561,0.9925
7,0.30000000000000004,0.0262,0.0224,0.0616,0.0301,0.0012,0.0009,0.0087,0.0018,0.9939,0.9948,0.9513,0.992
7,0.4,0.0303,0.0253,0.069,0.0332,0.0016,0.001,0.011,0.0021,0.9921,0.994,0.937,0.9896
7,0.5,0.0306,0.0248,0.0676,0.0357,0.0017,0.0011,0.0107,0.0024,0.992,0.9936,0.9396,0.9892
7,0.6000000000000001,0.0364,0.0277,0.0823,0.0387,0.0021,0.0012,0.0157,0.0027,0.9901,0.993,0.9099,0.9876
7,0.7000000000000001,0.0374,0.0316,0.0794,0.0403,0.0023,0.0016,0.0128,0.0027,0.9896,0.9903,0.9243,0.988
7,0.8,0.042,0.0308,0.0962,0.0461,0.003,0.0014,0.0214,0.0035,0.9845,0.9913,0.8713,0.9837
7,0.9,0.042,0.0343,0.0902,0.0486,0.0028,0.0018,0.0156,0.004,0.986,0.9892,0.9138,0.981
7,1.0,0.0467,0.0342,0.0943,0.0514,0.0037,0.0018,0.0175,0.0047,0.9831,0.9893,0.8999,0.9784
7,1.1,0.0535,0.0435,0.1109,0.055,0.0046,0.0029,0.023,0.0049,0.979,0.9835,0.8574,0.9762
7,1.2000000000000002,0.054,0.0407,0.1171,0.058,0.0049,0.0026,0.0272,0.0054,0.9779,0.9846,0.842,0.9773
7,1.3,0.0528,0.052,0.1227,0.0654,0.005,0.0039,0.0287,0.0066,0.9771,0.9768,0.8281,0.9738
7,1.4000000000000001,0.06,0.0491,0.1406,0.0698,0.0062,0.004,0.0343,0.008,0.9727,0.9762,0.791,0.966
7,1.5,0.0703,0.058,0.1414,0.0734,0.0078,0.0053,0.037,0.0085,0.9681,0.9688,0.7742,0.965
7,1.6,0.0746,0.056,0.1411,0.0794,0.0089,0.005,0.0362,0.0104,0.9548,0.971,0.7736,0.9559
7,1.7000000000000002,0.0793,0.0619,0.1401,0.0823,0.0102,0.0061,0.0336,0.0114,0.9504,0.9644,0.794,0.9498
7,1.8,0.0752,0.0622,0.1733,0.1006,0.0098,0.006,0.0526,0.0155,0.9544,0.9669,0.6549,0.9434
7,1.9000000000000001,0.0811,0.0673,0.1421,0.0983,0.0114,0.007,0.0366,0.014,0.9449,0.9614,0.7744,0.9434
7,2.0,0.0896,0.0697,0.1666,0.1093,0.0136,0.0076,0.0479,0.0186,0.9317,0.9572,0.7031,0.9382
7,2.1,0.0978,0.074,0.1532,0.1024,0.0148,0.0082,0.0446,0.0167,0.927,0.9535,0.7449,0.9359
7,2.2,0.1093,0.0836,0.156,0.1088,0.0179,0.0108,0.0416,0.0186,0.915,0.9397,0.7505,0.9284
7,2.3000000000000003,0.1148,0.0767,0.1889,0.1167,0.0221,0.0097,0.06,0.0198,0.8847,0.9456,0.6856,0.9212
7,2.4000000000000004,0.1086,0.0856,0.1845,0.1316,0.0185,0.0114,0.0558,0.025,0.9075,0.9363,0.6938,0.9093
7,2.5,0.1112,0.0849,0.2052,0.1416,0.0211,0.0124,0.0659,0.028,0.8947,0.9337,0.6139,0.8975
7,2.6,0.1135,0.0913,0.1915,0.1288,0.0218,0.0129,0.0632,0.0248,0.8949,0.9363,0.6057,0.9035
7,2.7,0.1326,0.1061,0.2016,0.1326,0.0268,0.0175,0.0671,0.0261,0.8569,0.9079,0.5906,0.9005
7,2.8000000000000003,0.1348,0.0963,0.2178,0.1402,0.0255,0.0146,0.0815,0.0315,0.864,0.9257,0.5049,0.8774
7,2.9000000000000004,0.1224,0.1085,0.2011,0.1418,0.024,0.0186,0.0667,0.0284,0.8752,0.901,0.6213,0.8998
7,3.0,0.1361,0.1,0.225,0.1431,0.0313,0.0151,0.088,0.0319,0.8212,0.9238,0.4938,0.8819
8,0.0,0.0247,0.0199,0.0534,0.0301,0.0011,0.0007,0.0076,0.0017,0.9942,0.9956,0.9584,0.9922
8,0.1,0.0257,0.0203,0.054,0.03,0.0012,0.0008,0.0078,0.0018,0.9939,0.9954,0.957,0.9923
8,0.2,0.0257,0.0207,0.0574,0.0313,0.0012,0.0007,0.0081,0.0018,0.994,0.9955,0.9549,0.9918
8,0.30000000000000004,0.0277,0.0236,0.0604,0.0329,0.0014,0.001,0.0089,0.0019,0.9926,0.9942,0.9502,0.9911
8,0.4,0.0283,0.0227,0.0623,0.0343,0.0013,0.0009,0.0086,0.002,0.993,0.9948,0.9534,0.9903
8,0.5,0.0314,0.0255,0.0669,0.0333,0.0017,0.0011,0.0114,0.0021,0.9919,0.9932,0.9349,0.9907
8,0.6000000000000001,0.0333,0.0278,0.0721,0.0382,0.0019,0.0012,0.0111,0.0028,0.9907,0.9928,0.9347,0.987
8,0.7000000000000001,0.0402,0.03,0.0736,0.0408,0.0026,0.0015,0.0104,0.0027,0.9877,0.9911,0.9412,0.9869
8,0.8,0.0396,0.0359,0.0901,0.0433,0.0027,0.0021,0.0174,0.0032,0.987,0.9878,0.8966,0.9855
8,0.9,0.0432,0.0346,0.0987,0.0466,0.0029,0.0019,0.0194,0.0035,0.9856,0.9885,0.8841,0.9842
8,1.0,0.0494,0.0383,0.0943,0.0529,0.0038,0.0024,0.0173,0.0049,0.9821,0.9859,0.8966,0.9785
8,1.1,0.0549,0.0376,0.112,0.0528,0.0047,0.0022,0.0243,0.0044,0.9773,0.9876,0.8472,0.9827
8,1.2000000000000002,0.0594,0.0439,0.1112,0.0581,0.0055,0.0029,0.0228,0.0054,0.9739,0.9823,0.8705,0.9766
8,1.3,0.0634,0.0523,0.1274,0.0644,0.0066,0.0038,0.0299,0.0067,0.9701,0.9769,0.8133,0.9726
8,1.4000000000000001,0.0624,0.0502,0.1284,0.0734,0.0063,0.0041,0.0289,0.0078,0.9698,0.9756,0.8211,0.9682
8,1.5,0.0705,0.0586,0.1394,0.0774,0.0081,0.0055,0.0352,0.0098,0.9622,0.9675,0.7735,0.9612
8,1.6,0.0716,0.0575,0.1199,0.0817,0.0085,0.0056,0.0259,0.0101,0.9648,0.9666,0.8394,0.9634
8,1.7000000000000002,0.0859,0.0633,0.126,0.0737,0.0113,0.0061,0.0286,0.0083,0.9425,0.9635,0.8206,0.9672
8,1.8,0.0893,0.0693,0.1587,0.0952,0.0127,0.0074,0.0469,0.0136,0.9348,0.9563,0.7092,0.9504
8,1.9000000000000001,0.0839,0.0695,0.1507,0.0962,0.011,0.0073,0.0404,0.0136,0.9497,0.9599,0.7595,0.9529
8,2.0,0.0891,0.0547,0.1655,0.1037,0.0126,0.0052,0.0424,0.0173,0.9414,0.9708,0.7588,0.9265
8,2.1,0.0959,0.0775,0.15,0.1102,0.0151,0.0096,0.0397,0.0185,0.9302,0.946,0.7475,0.9293
8,2.2,0.0961,0.0732,0.1608,0.1044,0.0149,0.0086,0.0452,0.0161,0.93,0.9497,0.7224,0.9496
8,2.3000000000000003,0.1052,0.0741,0.1728,0.1195,0.0187,0.0083,0.0514,0.0213,0.9075,0.9562,0.6977,0.9126
8,2.4000000000000004,0.1088,0.0783,0.1844,0.1185,0.0188,0.0095,0.0586,0.0223,0.9009,0.9489,0.6146,0.9088
8,2.5,0.1116,0.0923,0.2076,0.118,0.0195,0.0136,0.0735,0.0215,0.8914,0.9303,0.6012,0.9235
8,2.6,0.1251,0.0883,0.2099,0.1258,0.0237,0.0125,0.0722,0.0258,0.8833,0.9288,0.5685,0.9032
8,2.7,0.109,0.098,0.1832,0.1556,0.0197,0.0151,0.0557,0.0347,0.8971,0.9217,0.6571,0.8688
8,2.8000000000000003,0.1197,0.093,0.2231,0.1613,0.0229,0.0138,0.0738,0.0362,0.8995,0.9336,0.5338,0.8458
8,2.9000000000000004,0.1369,0.1018,0.2163,0.1619,0.0306,0.0155,0.0818,0.0388,0.8229,0.9099,0.5347,0.8102
8,3.0,0.1315,0.1084,0.2259,0.1552,0.0279,0.0191,0.0846,0.0353,0.8464,0.8988,0.525,0.8807
9,0.0,0.0247,0.0199,0.0534,0.0301,0.0011,0.0007,0.0076,0.0017,0.9942,0.9956,0.9584,0.9922
9,0.1,0.025,0.0205,0.0549,0.0303,0.0011,0.0008,0.0076,0.0018,0.9941,0.9953,0.9583,0.9921
9,0.2,0.0262,0.022,0.0584,0.0309,0.0012,0.0008,0.0082,0.0018,0.9935,0.995,0.9541,0.9921
9,0.30000000000000004,0.0276,0.0217,0.0555,0.0319,0.0013,0.0008,0.0085,0.002,0.993,0.995,0.9528,0.9911
9,0.4,0.0293,0.0235,0.0678,0.0325,0.0015,0.0009,0.0109,0.0019,0.9926,0.9944,0.9378,0.9912
9,0.5,0.0322,0.0255,0.0672,0.0358,0.0018,0.0011,0.0105,0.0022,0.9914,0.9935,0.941,0.9895
9,0.6000000000000001,0.0347,0.0273,0.08,0.0386,0.002,0.0012,0.0141,0.0025,0.9896,0.9926,0.9182,0.9886
9,0.7000000000000001,0.0371,0.0303,0.085,0.0416,0.0024,0.0014,0.0157,0.0031,0.9883,0.9912,0.9067,0.9865
9,0.8,0.0391,0.0297,0.0828,0.0468,0.0029,0.0015,0.0137,0.0035,0.9863,0.991,0.9179,0.9836
9,0.9,0.0437,0.0353,0.1032,0.0513,0.0033,0.0021,0.0205,0.004,0.9846,0.9875,0.8786,0.9814
9,1.0,0.0484,0.0395,0.0968,0.0529,0.0038,0.0027,0.0205,0.0045,0.982,0.9845,0.8787,0.9799
9,1.1,0.0563,0.0371,0.1014,0.0557,0.0049,0.0023,0.0202,0.0048,0.974,0.9866,0.8755,0.9786
9,1.2000000000000002,0.0567,0.0454,0.1032,0.0635,0.0053,0.0035,0.0217,0.0066,0.9754,0.98,0.8729,0.9695
9,1.3,0.0634,0.05,0.1246,0.0656,0.0066,0.004,0.0279,0.0068,0.9697,0.9773,0.8277,0.9701
9,1.4000000000000001,0.0702,0.0481,0.1358,0.0675,0.0072,0.0035,0.0325,0.0068,0.9651,0.9802,0.8003,0.9748
9,1.5,0.0711,0.0477,0.1332,0.0797,0.0096,0.0036,0.0298,0.0098,0.9517,0.9789,0.8164,0.9627
9,1.6,0.0788,0.0574,0.1224,0.0804,0.0104,0.0054,0.0265,0.0101,0.9501,0.972,0.8398,0.9583
9,1.7000000000000002,0.0794,0.0627,0.1353,0.0973,0.0108,0.0065,0.0334,0.0137,0.952,0.9625,0.799,0.9499
9,1.8,0.0846,0.0673,0.1578,0.0872,0.0122,0.0073,0.0437,0.0117,0.9431,0.9597,0.7186,0.9514
9,1.9000000000000001,0.0882,0.0675,0.1486,0.0865,0.0125,0.0072,0.0345,0.0112,0.9421,0.9609,0.7839,0.9574
9,2.0,0.0909,0.0668,0.174,0.1063,0.0138,0.0067,0.0511,0.019,0.9334,0.9644,0.6614,0.9299
9,2.1,0.0952,0.0678,0.1733,0.112,0.0147,0.0078,0.0518,0.0189,0.9236,0.9539,0.6868,0.9228
9,2.2,0.0946,0.0755,0.1583,0.1089,0.0146,0.0088,0.0432,0.0182,0.9307,0.9541,0.7407,0.9315
9,2.3000000000000003,0.1044,0.0738,0.2004,0.1227,0.0179,0.0086,0.0653,0.0227,0.914,0.953,0.6379,0.9127
9,2.4000000000000004,0.1025,0.0919,0.1892,0.1194,0.0168,0.0123,0.0582,0.0209,0.9124,0.941,0.6558,0.921
9,2.5,0.1286,0.0964,0.1934,0.1344,0.0255,0.0143,0.0624,0.0267,0.8667,0.9242,0.6549,0.8932
9,2.6,0.1238,0.0956,0.1845,0.1224,0.0234,0.0146,0.0554,0.023,0.8744,0.9193,0.6656,0.9101
9,2.7,0.115,0.1007,0.1843,0.1421,0.0214,0.0155,0.0566,0.0291,0.8955,0.9119,0.6868,0.8835
9,2.8000000000000003,0.1107,0.0974,0.1759,0.1416,0.0204,0.0144,0.05,0.0287,0.8963,0.9207,0.6747,0.8802
9,2.9000000000000004,0.1293,0.1129,0.1972,0.1494,0.0268,0.0189,0.0641,0.0325,0.856,0.8985,0.582,0.8862
9,3.0,0.1439,0.1077,0.2147,0.1446,0.0319,0.0182,0.0827,0.0303,0.8116,0.9063,0.5233,0.8992
